uuid,occurrenceID,raw_institutionCode,raw_collectionCode,taxonConceptID,eventDate,occurrenceYear,scientificName,taxonRank,taxonRankID,country,kingdom,phylum,classs,order,family,genus,genusGuid,species,speciesGuid,stateProvince,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year,month,basisOfRecord,left,right,dataProviderUid,dataProviderName,dataResourceUid,dataResourceName,assertions,speciesGroups,geospatialKosher,taxonomicKosher,collector,collectors,raw_scientificName,latLong,point1,point01,point001,point0001,point00001,namesLsid,license,identificationVerificationStatus,gridReference,vitality,raw_taxonId,publicResolutionInMeters,vernacularName,raw_locationRemarks,lifeStage,locationId,raw_samplingProtocol,raw_vernacularName,raw_occurrenceRemarks,raw_catalogNumber,image,images,multimedia,imageUrl,largeImageUrl,smallImageUrl,thumbnailUrl,imageUrls,eventDateEnd,miscDateProperties.occurrence_date_end_dt
ac8d789c-d4ec-41dc-9f78-dc8d17b05805,2757326,LRERC,Recorders,NBNSYS0000031892,1665878400000.0,1640995200000,Diplolepis nervosa,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis nervosa,NBNSYS0000031892,England,52.749845,-1.571806,1414.2,2022,10,HumanObservation,77697,77697,dp156,Leicestershire and Rutland Environmental Records Centre,dr2467,Leicestershire and Rutland Environmental Records Centre records 2020-2024,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,-Withheld-,['-Withheld-'],Diplolepis nervosa,"52.749845,-1.571806","53,-2","52.7,-1.6","52.75,-1.57","52.75,-1.572","52.7498,-1.5718",Diplolepis nervosa|NBNSYS0000031892||Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,SK21Y,not recorded,NBNSYS0000031892,0.0,,,,,,,,,,,,,,,,,,
41284685-20c2-4359-9fcb-6ee1a4c90f0c,DSS000120000PHNG,,DSS000120000003X,NBNSYS0000031893,1351728000000.0,1325376000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,53.339252,-2.189192,707.1,2012,11,HumanObservation,77699,77699,dp133,Record,dr3310,"Record species dataset covering Cheshire, Halton, Warrington & Wirral","['firstOfMonth', 'decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,not provided,['not provided'],Diplolepis rosae,"53.339252,-2.189192","53,-2","53.3,-2.2","53.34,-2.19","53.339,-2.189","53.3393,-2.1892",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed - not reviewed,SJ8782,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,"Woodford, Cheshire",['None'],DSS00012000000NH,field record,,,,,,,,,,,,,
992eeb8b-4fe0-4ad1-9cb7-dc5fe1e97f5f,7969485,,NatureSpot | Records,NBNSYS0000031892,1537056000000.0,1514764800000,Diplolepis nervosa,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis nervosa,NBNSYS0000031892,England,52.686639,-0.564208,70.7,2018,09,HumanObservation,77697,77697,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"lemmon, roy","['Lemmon, R. Roy']","Diplolepis nervosa (Curtis, 1838)","52.686639,-0.564208","53,-1","52.7,-0.6","52.69,-0.56","52.687,-0.564","52.6866,-0.5642",Diplolepis nervosa|NBNSYS0000031892||Animalia|Cynipidae,CC-BY,Accepted - considered correct,SK971108,,NBNSYS0000031892,0.0,,,,,,Sputnik Gall Wasp,,,,,,,,,,,,
a612a162-1295-4c54-b4bd-f7e10d1ef52a,2014823,LRERC,Recorders,NBNSYS0000031893,1604793600000.0,1577836800000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.838642,-1.333409,1414.2,2020,11,HumanObservation,77699,77699,dp156,Leicestershire and Rutland Environmental Records Centre,dr2467,Leicestershire and Rutland Environmental Records Centre records 2020-2024,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,-Withheld-,['-Withheld-'],Diplolepis rosae,"52.838642,-1.333409","53,-1","52.8,-1.3","52.84,-1.33","52.839,-1.333","52.8386,-1.3334",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,SK42N,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,,,,,,,,,,,,,
ee5febe1-db11-47d5-991e-31a568788845,32517946,,NatureSpot | Records,NBNSYS0000031893,1692230400000.0,1672531200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.688001,-0.528655,70.7,2023,08,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"lemmon, roy","['Lemmon, R. Roy']","Diplolepis rosae (Linnaeus, 1758)","52.688001,-0.528655","53,-1","52.7,-0.5","52.69,-0.53","52.688,-0.529","52.688,-0.5287",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - considered correct,SK995110,,NBNSYS0000031893,0.0,Bedeguar Gall,,['gall'],,,Robin's Pin-Cushion Gall,On Rosa canina.,,,,,,,,,,,
d9cf3d6c-2fa7-4c9e-8dd1-d289f86e55bd,1566,,,NBNSYS0000031893,963273600000.0,946684800000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.878788,-1.280787,707.1,2000,07,HumanObservation,77699,77699,dp170,Derbyshire Biological Records Centre,dr1345,DBRC Hymenoptera species records 1975 to 2015,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Whiteley, Mr D.","['Whiteley, D.']",Diplolepis rosae,"52.878788,-1.280787","53,-1","52.9,-1.3","52.88,-1.28","52.879,-1.281","52.8788,-1.2808",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed,SK4831,,NBNSYS0000031893,,Bedeguar Gall,,,20671393,,,,,,,,,,,,,,
2b7de0b7-92e1-4ac4-836c-875837bd91e2,4382711,,NatureSpot | Records,NBNSYS0000031893,1409788800000.0,1388534400000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.659286,-1.187554,70.7,2014,09,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Higgott, Mike","['Higgott, M. Mike']","Diplolepis rosae (Linnaeus, 1758)","52.659286,-1.187554","53,-1","52.7,-1.2","52.66,-1.19","52.659,-1.188","52.6593,-1.1876",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - correct,SK550071,,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,Robin's Pin-Cushion Gall,,,,,,,,,,,,
e735c61f-8096-4cdd-bd7a-f6a495860ab7,38535706,,NatureSpot | Records,NBNSYS0000031893,1726444800000.0,1704067200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.556701,-1.173225,70.7,2024,09,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Skevington, Mark","['Skevington, M. Mark']","Diplolepis rosae (Linnaeus, 1758)","52.556701,-1.173225","53,-1","52.6,-1.2","52.56,-1.17","52.557,-1.173","52.5567,-1.1732",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - correct,SP561957,,NBNSYS0000031893,0.0,Bedeguar Gall,,['gall'],,,Robin's Pin-Cushion Gall,Galls on Dog Rose,,,,,,,,,,,
fcee5345-689e-4eef-b150-eea337d2f2ee,20056241,,NatureSpot | Records,NBNSYS0000031893,1615766400000.0,1609459200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.62986,-0.793608,70.7,2021,03,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Nicholls, David","['Nicholls, D. David']","Diplolepis rosae (Linnaeus, 1758)","52.62986,-0.793608","53,-1","52.6,-0.8","52.63,-0.79","52.63,-0.794","52.6299,-0.7936",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - considered correct,SK817042,,NBNSYS0000031893,0.0,Bedeguar Gall,,['gall'],,,Robin's Pin-Cushion Gall,old gall on dog rose,,,,,,,,,,,
ad469b04-5f03-4c8e-9195-9b61df0d26da,DSS001890000AB3C,,DSS001890000000O,NBNSYS0000031893,1030838400000.0,1009843200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,53.114391,-2.262902,707.1,2002,09,HumanObservation,77699,77699,dp133,Record,dr3310,"Record species dataset covering Cheshire, Halton, Warrington & Wirral","['firstOfMonth', 'decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,not provided,['not provided'],Diplolepis rosae,"53.114391,-2.262902","53,-2","53.1,-2.3","53.11,-2.26","53.114,-2.263","53.1144,-2.2629",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed - not reviewed,SJ8257,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,Scholar Green,['None'],DSS000120000095V,field record,,,,,,,,,,,,,
10724d79-e2f1-4e46-bdba-0b545f886272,g31k06v5,ABReC,,NBNSYS0000031893,1252540800000.0,1230768000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,Scotland,56.489159,-5.405378,7.1,2009,09,HumanObservation,77699,77699,dp59,Argyll Biological Records Centre,dr819,Argyll Biological Records Dataset,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,Carl Farmer,"['Farmer, C. Carl']",,"56.489159,-5.405378","56,-5","56.5,-5.4","56.49,-5.41","56.489,-5.405","56.4892,-5.4054",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - considered correct,NM90443820,,NBNSYS0000031893,0.0,Bedeguar Gall,,['Gall'],,Field record / observation,,"Host possibly R caesia x sherardii, closer to caesia, not certain.  Host: Rosa sp.",,,,,,,,,,,
9a0209e4-ca3a-4c3a-a114-02669364dcad,415586,LRERC,County Recorder,NBNSYS0000031893,1439251200000.0,1420070400000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.729432,-1.127758,1414.2,2015,08,HumanObservation,77699,77699,dp156,Leicestershire and Rutland Environmental Records Centre,dr2466,Leicestershire and Rutland Environmental Records Centre records 2015-2019,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,-Withheld-,['-Withheld-'],Diplolepis rosae,"52.729432,-1.127758","53,-1","52.7,-1.1","52.73,-1.13","52.729,-1.128","52.7294,-1.1278",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - correct,SK51X,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,,,,,,,,,,,,,
bb483238-1983-46a6-988c-0e632c9321f1,LC00000800006D2G,,LC0000080000005P,NBNSYS0000031893,1064620800000.0,1041379200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,53.223244,-2.893393,70.7,2003,09,HumanObservation,77699,77699,dp133,Record,dr3310,"Record species dataset covering Cheshire, Halton, Warrington & Wirral","['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,not provided,['not provided'],Diplolepis rosae,"53.223244,-2.893393","53,-3","53.2,-2.9","53.22,-2.89","53.223,-2.893","53.2232,-2.8934",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed - not reviewed,SJ404699,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,Moston Community Nature Reserve,['None'],DSS00012000002DI,field record,,,,,,,,,,,,,
e0897167-1a5f-4dcc-bdcf-a1a1d17bf23d,DSS000120000G1HJ,,DSS000120000003M,NBNSYS0000031893,1286582400000.0,1262304000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.99706,-2.426082,707.1,2010,10,HumanObservation,77699,77699,dp133,Record,dr3310,"Record species dataset covering Cheshire, Halton, Warrington & Wirral","['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,not provided,['not provided'],Diplolepis rosae,"52.99706,-2.426082","53,-2","53,-2.4","53,-2.43","52.997,-2.426","52.9971,-2.4261",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed - not reviewed,SJ7144,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,Bridgemere,['Gall'],DSS00012000001OY,field record,,,,,,,,,,,,,
60273d24-e493-4132-8001-eb7b1e863dbf,21953979,,NatureSpot | Records,NBNSYS0000031892,1631404800000.0,1609459200000,Diplolepis nervosa,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis nervosa,NBNSYS0000031892,England,52.596262,-1.173957,70.7,2021,09,HumanObservation,77697,77697,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Gould, David","['Gould, D. David']","Diplolepis nervosa (Curtis, 1838)","52.596262,-1.173957","53,-1","52.6,-1.2","52.6,-1.17","52.596,-1.174","52.5963,-1.174",Diplolepis nervosa|NBNSYS0000031892||Animalia|Cynipidae,CC-BY,Accepted - correct,SK560001,,NBNSYS0000031892,0.0,,,['gall'],,,Sputnik Gall Wasp,on Dog Rose,,,,,,,,,,,
3d988642-56fa-4004-81b0-69a5c4b6534f,2757329,LRERC,Recorders,NHMSYS0020704994,1632614400000.0,1609459200000,Diplolepis,genus,6000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,,,England,52.677158,-1.395031,1414.2,2021,09,HumanObservation,77690,77702,dp156,Leicestershire and Rutland Environmental Records Centre,dr2467,Leicestershire and Rutland Environmental Records Centre records 2020-2024,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,-Withheld-,['-Withheld-'],Diplolepis,"52.677158,-1.395031","53,-1","52.7,-1.4","52.68,-1.4","52.677,-1.395","52.6772,-1.395",Diplolepis|NHMSYS0020704994|Smooth Pea Gall (S.L.)|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,SK40E,not recorded,NHMSYS0020704994,0.0,Smooth Pea Gall (S.L.),,,,,,,,,,,,,,,,,
0f4f1c69-e56f-49f9-8121-c7d5bd0512b6,31012,,NatureSpot | Records,NBNSYS0000031893,1316217600000.0,1293840000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.663753,-1.326461,70.7,2011,09,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Nicholls, David","['Nicholls, D. David']","Diplolepis rosae (Linnaeus, 1758)","52.663753,-1.326461","53,-1","52.7,-1.3","52.66,-1.33","52.664,-1.326","52.6638,-1.3265",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted,SK456075,,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,Robin's Pin-Cushion Gall,,,,,,,,,,,,
46f40a43-47f3-4198-a877-7180bd422ead,SR0002850001PQW5,CPERC,,NBNSYS0000031893,1596067200000.0,1577836800000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.287824,-0.227453,1414.2,2020,07,HumanObservation,77699,77699,dp101,Cambridgeshire & Peterborough Environmental Records Centre,dr3116,Cambridgeshire and Peterborough Environmental Records Centre data,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,,,Diplolepis rosae,"52.287824,-0.227453","52,-0","52.3,-0.2","52.29,-0.23","52.288,-0.227","52.2878,-0.2275",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,TL26D,not recorded,NBNSYS0000031893,,Bedeguar Gall,,,,,,,,,,,,,,,,,
d470a25a-4119-4bbb-bf3f-2d2f3a39f231,34752894,,NatureSpot | Records,NBNSYS0000031893,1688428800000.0,1672531200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.612383,-0.940304,70.7,2023,07,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Edwards, Jo","['Edwards, J. Jo']","Diplolepis rosae (Linnaeus, 1758)","52.612383,-0.940304","53,-1","52.6,-0.9","52.61,-0.94","52.612,-0.94","52.6124,-0.9403",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted - correct,SK718021,,NBNSYS0000031893,0.0,Bedeguar Gall,,['gall'],,,Robin's Pin-Cushion Gall,,,,,,,,,,,,
1fe71255-ee53-44e6-a2e6-a140515e65b2,1086921,LRERC,County Recorder,NBNSYS0000031893,1483142400000.0,1451606400000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.640885,-1.336418,1414.2,2016,12,HumanObservation,77699,77699,dp156,Leicestershire and Rutland Environmental Records Centre,dr2466,Leicestershire and Rutland Environmental Records Centre records 2015-2019,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,-Withheld-,['-Withheld-'],Diplolepis rosae,"52.640885,-1.336418","53,-1","52.6,-1.3","52.64,-1.34","52.641,-1.336","52.6409,-1.3364",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - correct,SK40M,not recorded,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,,,,,,,,,,,,,
6ceb6f5c-0a6e-4ba4-9d80-63fa5a43445b,218585,,NatureSpot | Records,NBNSYS0000031893,1365120000000.0,1356998400000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.661921,-1.320575,70.7,2013,04,HumanObservation,77699,77699,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"Nicholls, David","['Nicholls, D. David']","Diplolepis rosae (Linnaeus, 1758)","52.661921,-1.320575","53,-1","52.7,-1.3","52.66,-1.32","52.662,-1.321","52.6619,-1.3206",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY,Accepted,SK460073,,NBNSYS0000031893,0.0,Bedeguar Gall,,,,,Robin's Pin-Cushion Gall,hatched from gall collected 12 Dec 12,,,,,,,,,,,
d4c83077-ed15-4f46-a87b-998be29da0e5,32604826,,NatureSpot | Records,NBNSYS0000031889,1692662400000.0,1672531200000,Diplolepis eglanteriae agg.,species aggregate,6952,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,,,England,52.714172,-0.536657,70.7,2023,08,HumanObservation,77693,77693,dp154,NatureSpot,dr855,All taxa records for Leicestershire and Rutland,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,"lemmon, roy","['Lemmon, R. Roy']",Diplolepis eglanteriae agg.,"52.714172,-0.536657","53,-1","52.7,-0.5","52.71,-0.54","52.714,-0.537","52.7142,-0.5367",Diplolepis eglanteriae agg.|NBNSYS0000031889|Smooth Pea Gall|Animalia|Cynipidae,CC-BY,Accepted - considered correct,SK989139,,NBNSYS0000031889,0.0,Smooth Pea Gall,,['gall'],,,Smooth Pea Gall,On Rosa canina.,,,,,,,,,,,
c8558023-fe30-4692-b34b-a33e560eeb29,LC0004260000GQOV,TWIC,CI00000600000050,NBNSYS0000031893,1440806400000.0,1420070400000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,Scotland,55.912392,-2.986225,70.7,2015,08,HumanObservation,77699,77699,dp43,The Wildlife Information Centre,dr922,TWIC Biodiversity Field Trip Data (1995-present),"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,,,Diplolepis rosae,"55.912392,-2.986225","56,-3","55.9,-3","55.91,-2.99","55.912,-2.986","55.9124,-2.9862",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,NT384692,,NBNSYS0000031893,,Bedeguar Gall,,,,,,,,,,,,,,,,,
b4b3a615-1533-4ee3-9676-2360df0c1347,LC0000960000596G,YWT,LC0000960000001F,NBNSYS0000031893,1315094400000.0,1293840000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,53.578841,-1.117928,707.1,2011,09,HumanObservation,77699,77699,dp130,Yorkshire Wildlife Trust,dr1402,Yorkshire Wildlife Trust - Non-sensitive records from all taxonomic groups,"['decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,Ian Farmer|Tom Higginbottom,"['Farmer, I. Ian|Higginbottom, T. Tom']",Diplolepis rosae,"53.578841,-1.117928","54,-1","53.6,-1.1","53.58,-1.12","53.579,-1.118","53.5788,-1.1179",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,SE5809,,NBNSYS0000031893,,Bedeguar Gall,,,LC00009600000021,,Bedeguar Gall,,,,,,,,,,,,
385a8505-52fc-4bf1-b7b9-142f1fbf4200,https://www.inaturalist.org/observations/85614469,CEDaR,,NBNSYS0000031893,1625356800000.0,1609459200000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,Northern Ireland,54.8749567997,-6.5218307997,707.1,2021,07,HumanObservation,77699,77699,dp139,Centre for Environmental Data and Recording,dr2200,iNaturalist records from Northern Ireland,"['geodeticDatumAssumedWgs84', 'countryInferredByCoordinates', 'gridReferenceCalculatedFromLatLong']","['Animals', 'Arthropods', 'Insects']",true,true,mjdapifer,['Mjdapifer'],Diplolepis rosae,"54.8749567997,-6.5218307997","55,-7","54.9,-6.5","54.87,-6.52","54.875,-6.522","54.875,-6.5218",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Unconfirmed - not reviewed,C9404,,NBNSYS0000031893,,Bedeguar Gall,,,,,Mossy Rose Gall Wasp,,,,,,,,,,,,
d0f1619d-98f9-4d63-b643-6525dde590ec,SR0002850000NG64,CPERC,,NBNSYS0000031893,1275350400000.0,1262304000000,Diplolepis rosae,species,7000,United Kingdom,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Diplolepis,NHMSYS0020704994,Diplolepis rosae,NBNSYS0000031893,England,52.216371,-0.259576,1414.2,2010,06,HumanObservation,77699,77699,dp101,Cambridgeshire & Peterborough Environmental Records Centre,dr3116,Cambridgeshire and Peterborough Environmental Records Centre data,"['firstOfMonth', 'decimalLatLongCalculatedFromGridReference', 'countryInferredByCoordinates']","['Animals', 'Arthropods', 'Insects']",true,true,,,Diplolepis rosae,"52.216371,-0.259576","52,-0","52.2,-0.3","52.22,-0.26","52.216,-0.26","52.2164,-0.2596",Diplolepis rosae|NBNSYS0000031893|Bedeguar Gall|Animalia|Cynipidae,CC-BY-NC,Accepted - considered correct,TL15Z,not recorded,NBNSYS0000031893,,Bedeguar Gall,,,,,,,,,,,,,,,,,
